wgi_glacier_id,lat,lon,glacier_name,max_elev
AT4J143PI029,46.96,10.795,SUE.LOECHER OB.,3280
AT4J143SA005,47.092,13.247,KESSLER W,2690
AT4J143SA069,47.152,12.742,OB.KLOCKERIN,3420
AT4J143SA094,47.108,12.652,OEDENWINKEL,3180
AT4J143SA124,47.135,12.337,UNTERSULZBACH W,2880
AT4J143SA155,47.16,12.157,RETTENKAR,2760
AT4J143SN015,46.877,10.19,UN.AUGSTEN,2820
AT4J143SN016,46.873,10.19,OB.AUGSTEN,3110
AT4J143SN064,47.172,10.48,GRINNER,2840
AT4J143ZI015,47.142,12.092,ZILLER,3180
AT4J143ZI020,47.108,12.123,HOHENAU,3060
AT4J143ZI057,47.038,11.947,WE.STILLUPP M,2980
CH4J14332002,46.455,9.736,LAGREV VADRET,3080
CH4N01344024,46.498,8.423,SIDELENGL. W,2800
CH4N01353008,46.133,7.893,BIDERGLETSCHER,3600
CH4N01360005,46.166,7.731,PIPJIGLETSCHER,3480
CH4N01374015,46.047,7.366,ECOULAIES GL.,3300
CH4N01375006,46.071,7.349,GRAND DESERT,3240
CH4N01382007,46.056,7.352,SEVEREU GL. DE,3120
CH4N01384006,45.957,7.256,CHALLAND GL. N,3420
CH4N01385008,45.948,7.054,A NEUVE GL. L' N,3700
CH4R0130G011,46.837,10.006,ROGGEN GLETSCHER,2840
CH4R0134F009,46.631,8.979,GREINA GL. DALLA,3040
CH4R0134J001,46.695,8.691,GIUV GL. DA,2980
CH4R0134P007,46.897,9.346,TAMINSER GL.,3040
CH4R01392002,47.252,9.345,BLAU SCHNEE,2380
CH4R0141F028,46.684,8.531,SALBITGLETSCHER,2940
CH4R0144M012,46.517,7.942,STUEFESTEIGL.,3920
CL1H11000018,-29.34,-70.01,Guanaco,5315
CL1L00100005,-52.886,-73.091,GCN37,1522
CL1L42400003,-46.879,-73.287,Soler,3050
CL1L45000001,-48.44,-73.58,Jorge Montt,2640
CL1L51000003,-47.141,-73.753,HPN 1,3365
CL1L54300001,-46.586,-73.281,Exploradores,3910
CL1M0022E030,-37.855,-71.143,COPAHUE D1,2425
CL1N70000003,-23.817,-67.75,Miniques 02,5700
CN5A254G0001,49.1,87.07,1,3300
CN5A255E0008,49.13,87.52,8,3180
CN5A255E0013,49.12,87.57,13,3100
CN5A255E0028,49.1,87.65,28,3517
CN5A255F0002,49.05,87.7,2,3400
CN5A255F0020,48.95,87.85,20,3500
CN5A255H0007,48.92,87.5,7,3221
CN5A255H0008,48.92,87.48,8,2980
CN5A255H0012,48.92,87.43,12,2960
CN5A255I0009,48.9,87.38,9,2980
CN5A255T0005,48.35,88.55,5,3838
CN5A258E0012,47.82,89.93,12,3400
CN5J428B0013,37.7,101.4,13,4451
CN5J428D0001,37.7,101.48,1,5067
CN5J428E0016,37.65,101.57,16,4400
CN5N253I0012,28.44,98.603,Gedanilongba,5776
CN5O173BB020,30.06,81.113,Jiqingzhubu,6744
CN5O185D0013,28.551,85.402,Nalicuomai,6717
CN5O192BA037,27.942,87.15,Kazhenpu,8463
CN5O192DA019,28.567,85.559,Lanong,7299
CN5O192FB144,27.922,87.888,Yindapu,6537
CN5O207DA058,30.367,91.433,Mai,6423
CN5O231A0044,29.573,95.128,Bainongba,6421
CN5O233A0021,28.9,93.467,Quxia,5809
CN5O258B0020,30.349,82.045,Angse,6135
CN5O270C0098,30.426,90.712,Quga,6174
CN5O270C0192,30.758,91.447,Gedou,6121
CN5O270C0210,30.841,91.444,Qiongmo,6064
CN5O272A0395,29.767,92.869,Daguopen,5854
US2O01200002,61.92,-143.08,NABESNA,4940
CN5Q153K0017,34.886,78.298,Huashi,6521
CN5Q162B0082,31.911,79.96,Dongbo,6162
CN5Q162B0155,32.187,79.813,Dongchaita,6493
CN5Q331A0014,31.897,78.816,Gazhi,6187
CN5X042D0015,44.78,80.32,15,3884
CN5X042D0025,44.67,80.68,25,3900
CN5X042D0054,44.6,80.6,54,4065
CN5X042F0016,44.55,80.58,16,4229
CN5X043E0005,43.98,83.17,5,3650
CN5X043E0006,43.98,83.18,6,3731
CN5X043F0003,43.95,83.23,3,3650
CN5X043F0010,43.98,83.23,10,3800
CN5X043I0023,43.85,83.65,23,3490
CN5X043K0033,43.88,83.9,33,3600
CN5X043L0012,43.87,83.97,12,3900
CN5X043M0013,43.75,84.25,13,3620
CN5X043P0007,43.58,84.82,7,4200
CN5X043P0014,43.55,84.78,14,4100
CN5X043Q0001,43.52,84.58,1,4069
CN5X043Q0030,43.52,84.43,30,3845
CN5X043R0010,43.42,84.58,10,4022
CN5X043R0029,43.48,84.33,29,4064
CN5X043R0041,43.48,84.27,41,4040
CN5X044C0001,43.47,84.22,1,4027
CN5X044D0026,43.52,84.7,26,3807
CN5X044D0036,43.42,84.82,36,4100
CN5X044E0004,43.4,84.9,4,3860
CN5X044E0021,43.38,84.9,21,3973
CN5X044E0024,43.38,84.92,24,3870
CN5X044E0029,43.38,84.95,29,3880
CN5X044J0002,43.12,83.72,2,3840
CN5X044J0050,42.98,83.18,50,3700
CN5X044K0033,42.85,82.53,33,4150
CN5X044K0049,42.9,82.45,49,3890
CN5X045B0006,42.85,82.5,6,4080
CN5X045B0012,42.85,82.42,12,4128
CN5X045B0023,42.83,82.37,23,4127
CN5X045B0031,42.83,82.37,31,3700
CN5X045B0102,42.75,82.08,102,3480
CN5X045C0008,42.72,82.05,8,3800
CN5X045D0032,42.85,82.53,32,4116
CN5X045E0022,42.68,83.03,22,4400
CN5X045F0047,42.58,82.85,47,4456
CN5X045F0068,42.63,82.8,68,4100
CN5X045G0062,42.65,82.65,62,3840
CN5X045H0005,42.63,82.63,5,4100
CN5X045H0011,42.58,82.63,11,3940
CN5X045H0034,42.52,82.57,34,4220
CN5X045H0059,42.57,82.47,59,4300
CN5X045H0071,42.55,82.37,71,4359
CN5X045I0032,42.53,82.22,32,3900
CN5X045I0056,42.43,82.07,56,4220
CN5X045J0037,42.42,81.82,37,4100
CN5X045J0040,42.43,81.83,40,3700
CN5X045J0042,42.43,81.8,42,4500
CN5X045K0026,42.65,81.82,26,4050
CN5X045K0029,42.62,81.78,29,4183
CN5X046B0045,42.62,81.58,45,3920
CN5X046B0047,42.62,81.58,47,3900
CN5X046B0066,42.62,81.43,66,3900
CN5X046D0018,42.62,81.27,18,3840
CN5X046E0040,42.57,81.85,40,4140
CN5X046E0070,42.43,81.75,70,4194
CN5X046E0073,42.37,81.75,73,4770
CN5X046E0125,42.48,81.57,125,3820
CN5X046E0126,42.47,81.55,126,4120
CN5X046E0139,42.5,81.53,139,4400
CN5X046F0014,42.47,81.43,14,4331
CN5X046F0052,42.38,81.53,52,4400
CN5X046F0055,42.37,81.53,55,4520
CN5X046F0075,42.4,81.42,75,4380
CN5X046H0019,42.45,81.02,19,4100
CN5X046H0021,42.45,81,21,4240
CN5X046I0012,42.6,81,12,4051
CN5X046J0011,42.55,80.92,11,3900
CN5X046J0016,42.55,80.87,16,3748
CN5X046K0012,42.45,80.98,12,4278
CN5X046K0060,42.4,80.77,60,4379
CN5X046K0062,42.43,80.77,62,3860
CN5X046K0096,42.47,80.57,96,4140
CN5X046L0039,42.4,80.52,39,4383
CN5X046L0043,42.42,80.48,43,4160
CN5X046L0054,42.43,80.45,54,4152
CN5X046L0099,42.4,80.5,99,3960
CN5X046L0139,42.37,80.28,139,4240
CN5X046M0001,42.48,80.28,1,4280
CN5Y124D0002,48.3,88.55,2,3240
CN5Y415D0002,37.6,102.18,2,4640
CN5Y416F0002,37.52,101.83,2,4660
CN5Y416F0004,37.52,101.8,4,4801
CN5Y417C0007,37.6,101.65,7,4601
CN5Y417C0016,37.65,101.58,16,4600
CN5Y417C0025,37.7,101.53,25,4660
CN5Y417G0002,37.75,101.45,2,4493
CN5Y421D0003,38.25,100.6,3,4818
CN5Y421G0024,38.33,100.33,24,4897
CN5Y421H0004,38.38,100.3,4,4691
CN5Y423C0009,38.3,100.43,9,4700
CN5Y423D0011,38.25,100.57,11,4770
CN5Y425C0004,38.48,99.33,4,4667
CN5Y425F0008,38.6,99.05,8,4630
CN5Y425F0009,38.6,99.05,9,4753
CN5Y425F0012,38.58,99.03,12,4800
CN5Y425F0017,38.6,98.97,17,4722
CN5Y425F0021,38.67,99.92,21,4630
CN5Y425G0001,38.67,98.88,1,4770
CN5Y426E0005,38.42,99.8,5,4495
CN5Y427C0005,38.65,99.63,5,4600
CN5Y428B0017,38.95,99.33,17,4600
CN5Y429B0020,38.98,98.97,20,4776
CN5Y431A0014,39.17,98.8,14,4650
CN5Y431B0025,39.18,98.58,25,5040
CN5Y432A0010,39.27,98.57,10,4740
CN5Y432A0023,39.32,98.47,23,4800
CN5Y432C0009,39.23,98.5,9,5155
CN5Y432D0027,39.13,98.57,27,5040
CN5Y432F0003,39.13,98.6,3,5110
CN5Y432I0010,39.17,98.33,10,5049
CN5Y432J0005,39.2,98.33,5,4900
CN5Y433A0001,39.45,98.12,1,4672
CN5Y433B0004,39.42,98.13,4,5113
CN5Y433B0022,39.33,98.22,22,5261
CN5Y433B0077,39.35,98.12,77,4550
CN5Y433D0047,39.18,98.28,47,5138
CN5Y433D0051,39.15,98.28,51,5050
CN5Y433D0062,39.08,98.05,62,5120
CN5Y434G0002,38.6,98.98,2,4740
CN5Y436E0007,38.83,98.03,7,4820
CN5Y436E0013,38.88,97.97,13,4800
CN5Y436F0013,38.92,97.85,13,4720
CN5Y436G0007,38.95,97.82,7,4972
CN5Y436G0012,38.97,97.78,12,4740
CN5Y437D0008,39.4,97.83,8,5046
CN5Y437F0003,39.45,97.85,3,4850
CN5Y441A0007,39.43,97.77,7,4690
CN5Y441E0002,39.45,97.53,2,4960
CN5Y441O0007,39.17,97.28,7,5061
CN5Y441O0013,39.2,97.23,13,4720
CN5Y442B0002,39.2,97.07,2,5150
CN5Y444I0008,38.25,98.55,8,4760
CN5Y445A0003,38.33,98.02,3,4900
CN5Y445C0008,38.38,97.98,8,4920
CN5Y445D0003,38.45,98,3,4990
CN5Y445G0024,38.48,97.77,24,5746
CN5Y445G0042,38.6,97.82,42,4980
CN5Y445H0001,38.62,97.78,1,5200
CN5Y445H0013,38.62,97.73,13,5635
CN5Y445K0015,38.7,97.62,15,5240
CN5Y447A0001,38.87,97.48,1,4930
CN5Y447A0008,38.85,97.43,8,4900
CN5Y447H0007,39.4,96.65,7,5160
CN5Y448B0024,39.45,96.57,24,5200
CN5Y448B0031,39.48,96.6,31,5080
CN5Y452F0003,39.5,96.47,3,5479
CN5Y452G0002,39.43,96.5,2,5220
CN5Y452H0006,39.42,96.6,6,5381
CN5Y455C0001,38.68,97.23,1,5362
CN5Y457A0012,38.58,96.38,12,5100
CN5Y457C0004,38.68,96.13,4,5320
CN5Y457L0005,39.02,95.62,5,5160
CN5Y457L0007,39.03,95.62,7,4920
CN5Y458D0004,39.17,95.43,4,5395
CN5Y458F0003,39.22,95.3,3,5594
CN5Y458J0004,39.22,95.25,4,5240
CN5Y458J0006,39.22,95.27,6,5480
CN5Y458J0012,39.18,95.25,12,5060
CN5Y563G0003,38.7,96.02,3,5410
CN5Y564F0002,38.2,96.22,2,5541
CN5Y564F0006,38.2,96.2,6,5520
CN5Y564F0008,38.18,96.2,8,5490
CN5Y564F0013,38.25,96.17,13,5361
CN5Y564F0017,38.2,96.13,17,5200
CN5Y564F0021,38.23,96.13,21,5400
CN5Y564H0038,38.23,95.95,38,5331
CN5Y564I0005,38.38,95.98,5,5182
CN5Y565G0009,38.38,95.78,9,5046
CN5Y565M0018,38.32,95.37,18,5240
CN5Y571C0003,38.6,97.35,3,5040
CN5Y573A0005,38.02,97.72,5,5020
CN5Y581D0002,38.28,95.45,2,5276
CN5Y581I0001,37.93,95.47,1,5190
CN5Y582G0002,38.13,96.18,2,5332
CN5Y582G0004,38.15,96.22,4,5421
CN5Y582H0011,38.13,96.32,11,5431
CN5Y589N0002,38.02,97.3,2,5128
CN5Y589P0002,38.02,97.37,2,5068
CN5Y654D0053,36.15,76.017,Yinsugaiti,7030
CN5Y671C0001,40.73,76.95,1,4400
CN5Y671C0061,40.8,76.77,61,4140
CN5Y671M0003,40.93,76.87,3,4340
CN5Y671M0040,41,77.12,40,4500
CN5Y671N0001,40.97,77.27,1,4810
CN5Y671N0005,40.95,77.3,5,4700
CN5Y671N0036,40.92,77.45,36,4840
CN5Y671N0048,40.93,77.52,48,5701
CN5Y671N0049,40.93,77.52,49,5100
CN5Y671N0052,40.97,77.52,52,5284
CN5Y671N0053,40.97,77.52,53,4800
CN5Y671N0061,40.93,77.6,61,4560
CN5Y671O0046,41.03,77.92,46,5182
CN5Y672A0002,41.08,78.22,2,4800
CN5Y672A0003,41.08,78.22,3,4815
CN5Y672A0005,41.08,78.2,5,4815
CN5Y672A0011,41.07,78.13,11,4954
CN5Y672B0014,41.07,77.93,14,4960
CN5Y672B0016,41.08,77.9,16,4660
CN5Y672C0053,41.02,77.55,53,4720
CN5Y672E0005,41.22,78,5,4582
CN5Y672E0039,41.47,77.93,39,4400
CN5Y672E0053,41.35,78.23,53,4500
CN5Y672H0012,41.47,78.67,12,4480
CN5Y672H0019,41.52,78.75,19,4600
CN5Y672I0024,41.63,78.98,24,4862
CN5Y673A0003,41.72,79.25,3,4400
CN5Y673P0011,41.83,79.78,11,4966
CN5Y673P0017,41.85,79.85,17,5014
CN5Y674B0023,41.83,80.23,23,5020
CN5Y674B0024,41.83,80.25,24,5283
CN5Y674F0016,41.97,80.65,16,4830
CN5Y674F0039,41.88,80.77,39,4800
CN5Y681A0032,42.02,80.68,32,4886
CN5Y681A0040,42.03,80.73,40,4819
CN5Y681B0017,42.08,80.52,17,4910
CN5Y681B0035,42.18,80.42,35,5950
CN5Y681C0007,42.2,80.67,7,4835
CN5Y681C0020,42.27,80.4,20,4972
CN5Y681C0021,42.27,80.42,21,4923
CN5Y681D0003,42.27,80.72,3,4800
CN5Y681D0036,42.27,80.78,36,4600
CN5Y681E0020,42.15,80.85,20,6280
CN5Y681E0028,42.18,80.95,28,5500
CN5Y682B0002,41.95,81.25,2,4221
CN5Y682B0026,42.4,82.15,26,4720
CN5Y682C0024,42.05,81.13,24,4312
CN5Y682C0032,42.12,81.13,32,4550
CN5Y682C0040,42.15,81.02,40,5500
CN5Y682D0033,42.3,81.35,33,4900
CN5Y682E0022,42.35,81.65,22,4060
CN5Y684B0032,42.45,82.22,32,3800
CN5Y685B0010,42.55,82.88,10,4300
CN5Y685D0012,42.45,83.58,12,3980
CN5Y686C0006,42.43,83.82,6,4500
CN5Y686C0020,42.5,83.78,20,4343
CN5Y686C0023,42.5,83.8,23,4080
CN5Y686C0029,42.5,83.87,29,4290
CN5Y686E0007,42.37,84.23,7,4630
CN5Y686E0020,42.32,84.18,20,4340
CN5Y691E0023,42.48,84.07,23,4080
CN5Y692C0066,42.53,83.03,66,4262
CN5Y692C0091,42.65,83.03,91,4180
CN5Y692C0096,42.65,83.13,96,4240
CN5Y693D0008,43.1,83.72,8,4015
CN5Y694H0003,43.22,85.33,3,3956
CN5Y694H0006,43.22,85.37,6,4427
CN5Y695B0003,42.65,85.62,3,4100
CN5Y695C0026,42.68,85.27,26,4260
CN5Y695F0005,42.83,85,5,3700
CN5Y695F0013,42.85,84.9,13,4020
CN5Y696B0005,42.83,84.88,5,4045
CN5Y696B0018,42.75,84.97,18,4185
CN5Y696D0004,42.68,85.12,4,4100
CN5Y696D0027,42.58,85.17,27,4040
CN5Y696D0042,42.52,85.17,42,4465
CN5Y696H0004,42.48,85.58,4,4360
CN5Y697E0002,43.03,86.68,2,4042
CN5Y712B0007,43.45,93.15,7,3980
CN5Y723B0002,43.43,89.93,2,3700
CN5Y723D0008,43.42,89.7,8,3350
CN5Y723F0009,43.43,89.5,9,3650
CN5Y724E0001,43.65,88.9,1,3940
CN5Y724H0015,43.8,88.55,15,4100
CN5Y725B0013,43.83,88.42,13,4101
CN5Y725C0004,43.83,88.35,4,4160
CN5Y730B0038,43.05,87.1,38,3960
CN5Y730C0001,43.05,87,1,4140
CN5Y730C0004,43.03,87,4,4260
CN5Y730C0021,43.07,86.88,21,4170
CN5Y730D0015,43.12,87,15,4080
CN5Y731A0015,43.17,86.93,15,4110
CN5Y731B0001,43.23,86.88,1,4238
CN5Y731C0002,43.25,86.72,2,4178
CN5Y731D0015,43.1,86.8,15,4230
CN5Y731D0041,43.1,86.7,41,4330
CN5Y731E0007,43.1,86.57,7,3960
CN5Y731E0014,43.1,86.55,14,4200
CN5Y731E0023,43.15,86.52,23,4185
CN5Y732D0031,43.12,86.38,31,4380
CN5Y732D0034,43.1,86.28,34,4140
CN5Y732D0038,43.12,86.27,38,4105
CN5Y732E0032,43.35,86.22,32,3900
CN5Y732E0037,43.33,86.22,37,4450
CN5Y732E0040,43.33,86.18,40,4080
CN5Y732E0047,43.33,86.13,47,4230
CN5Y732E0049,43.35,86.13,49,4070
CN5Y733B0001,43.57,86.25,1,4180
CN5Y733C0003,43.57,86.2,3,4100
CN5Y733C0004,43.57,86.2,4,4300
CN5Y733C0009,43.53,86.18,9,3700
CN5Y733C0022,43.52,86.13,22,4560
CN5Y733D0001,43.58,86.07,1,3980
CN5Y733D0013,43.47,86.07,13,4270
CN5Y733D0043,43.62,86.03,43,4000
CN5Y734A0004,43.62,86,4,4445
CN5Y734B0026,43.58,85.9,26,4260
CN5Y734B0038,43.48,85.9,38,4784
CN5Y734B0047,43.53,85.8,47,4320
CN5Y735B0026,43.42,86.07,26,5290
CN5Y735C0029,43.33,86.1,29,4300
CN5Y735C0062,43.23,86,62,4040
CN5Y735D0021,43.18,85.82,21,3960
CN5Y735F0018,43.22,85.62,18,4485
CN5Y735F0050,43.25,85.43,50,4400
CN5Y735F0079,43.33,85.53,79,4418
CN5Y736A0031,43.35,85.55,31,4776
CN5Y736A0048,43.35,85.43,48,4156
CN5Y736A0053,43.3,85.42,53,4425
CN5Y736B0015,43.22,85.27,15,4100
CN5Y736B0027,43.3,85.12,27,4370
CN5Y736B0036,43.3,85.1,36,4310
CN5Y736C0046,43.5,85.15,46,4787
CN5Y736C0052,43.42,85.12,52,4300
CN5Y736D0016,43.42,85.22,16,4460
CN5Y736E0020,43.42,85.33,20,4660
CN5Y736E0046,43.43,85.42,46,4578
CN5Y736F0002,43.5,85.5,2,4330
CN5Y736F0006,43.47,85.47,6,4445
CN5Y736G0023,43.67,85.62,23,4355
CN5Y736G0030,43.67,85.63,30,4420
CN5Y737B0009,43.73,85.48,9,4140
CN5Y737B0010,43.7,85.48,10,4313
CN5Y737D0014,43.57,85.3,14,4930
CN5Y737D0031,43.5,85.2,31,4900
CN5Y737D0047,43.62,85.23,47,4506
CN5Y737E0011,43.57,85.18,11,4600
CN5Y737E0021,43.62,85.15,21,4720
CN5Y737G0011,43.82,85.18,11,4022
CN5Y738B0021,43.65,85.08,21,4400
CN5Y738B0025,43.63,85.08,25,4530
CN5Y738C0002,43.72,85.02,2,4071
CN5Y738C0027,43.6,85.02,27,4658
CN5Y738C0046,43.52,85,46,4250
CN5Y738C0059,43.57,84.93,59,4200
CN5Y738C0066,43.58,84.95,66,4681
CN5Y738C0069,43.6,84.92,69,4728
CN5Y738C0079,43.68,84.97,79,3890
CN5Y741A0022,43.9,84.77,22,4060
CN5Y741A0023,43.92,84.77,23,4200
CN5Y741A0028,43.92,84.75,28,3880
CN5Y741B0014,43.7,84.85,14,4170
CN5Y741B0025,43.73,84.78,25,4150
CN5Y741B0030,43.7,84.77,30,4300
CN5Y741B0057,43.6,84.75,57,3900
CN5Y741B0075,43.7,84.68,75,3700
CN5Y741C0005,43.78,84.58,5,4540
CN5Y741C0015,43.75,84.53,15,4180
CN5Y741C0060,43.77,84.43,60,3880
CN5Y741C0081,43.73,84.3,81,3871
CN5Y741E0001,44.03,84.55,1,3790
CN5Y742A0026,43.92,84.23,26,4470
CN5Y742B0020,43.88,83.97,20,3600
CN5Y742C0052,44.05,84.08,52,4300
CN5Y742C0059,44.02,84.12,59,3920
CN5Y742D0006,44.03,84.17,6,4318
CN5Y742E0020,44.08,84.05,20,3920
CN5Y742E0036,44.05,83.97,36,4720
CN5Y742E0037,44.05,83.98,37,4378
CN5Y742F0006,44.08,83.87,6,4080
CN5Y742H0008,44.05,83.6,8,4400
CN5Y742H0026,44.05,83.52,26,3780
CN5Y742H0028,44.05,83.53,28,4000
CN5Y742I0024,44.25,83.35,24,3720
CN5Y743C0033,44.12,83.33,33,3925
CN5Y743D0016,44,83.4,16,4020
CN5Y743D0023,44.02,83.35,23,3880
CN5Y743D0025,43.98,83.35,25,3700
CN5Y744C0028,44.48,81.55,28,3370
CN5Y746B0028,44.72,80.67,28,3940
CN5Y746C0008,44.8,80.6,8,3980
CN5Y746F0024,44.9,79.92,24,3790
CN5Y746J0003,45.07,80.58,3,3740
CN5Y811D0002,43,87.03,2,4385
CN5Y811D0020,43.02,87.25,20,4361
CN5Y811D0022,42.98,87.3,22,4260
CN5Y811E0004,43,87.28,4,4245
CN5Y812B0009,43.77,88.27,9,4400
CN5Y813D0020,43.58,88.92,20,3930
CN5Y813D0030,43.58,88.85,30,3910
CN5Y813D0044,43.62,88.78,44,4270
CN5Y813D0047,43.6,88.78,47,4020
CN5Y814A0011,43.53,89.08,11,3950
CN5Y814B0001,43.48,89.23,1,3950
CN5Y814B0015,43.42,89.37,15,4150
CN5Y822B0008,43.05,94.32,8,4680
CN5Y822C0007,43.02,94.38,7,4535
CN5Y822D0027,42.97,94.47,27,4480
CN5Y822E0004,42.98,94.48,4,4180
CO1A01003002,10.833,-73.583,NUEVO 7,4850
CO1A01007001,10.783,-73.6,GUARDIAN S   1,4950
EC1Q00011013,-1.478,-78.798,SUEDOST,5600
ES4O00121003,42.675,0.04,SOUM RAMOND NW,3060
FR4N01144B07,45.639,6.973,GROUPE,2770
FR4N01144D16,45.471,6.992,GROUPE,2800
FR4N01144E10,45.471,7.068,RHEMES-CALABRE G,3076
FR4N01145018,45.52,6.852,CARRO I GL.DU,2880
FR4N01146C17,45.405,6.808,GROUPE,3430
FR4N01146C29,45.351,6.738,GROUPE,3250
FR4N01146D18,45.372,6.62,GROUPE,2550
FR4N01146F23,45.254,6.536,GROUPE,2970
FR4N01147004,45.457,6.375,CELLIERS GL.DE,2780
FR4N01151A08,45.252,6.588,GLACIER ROCHEUX,3040
FR4N01151C03,45.288,6.735,GLACIER DU FOND,3320
FR4N01151C05,45.284,6.742,GROUPE,3200
FR4N01152B02,45.402,6.872,GROUPE,3400
FR4N01152B03,45.417,6.887,GRANDE MOTTE II,3560
FR4N01152B04,45.409,6.891,NEVE,2760
FR4N01153A03,45.338,6.969,GROUPE,3300
FR4N01153A06,45.356,6.984,ROCHES BLANCHES,3130
FR4N01154Q03,45.173,6.891,GROUPE,2950
FR4N01163A02,45.117,6.124,SARENNE,3320
FR4N01165C10,44.991,6.335,CLAIRE INF. W (C,3390
FR4N01166B05,44.96,6.241,SOREILLER (CENTR,3040
FR4N01166F07,44.875,6.255,LAVEY NE (DE LA),3340
FR4N01172H01,44.768,6.242,GL DE PARIERES,2931
FR4N01172I01,44.75,6.167,NEVE COLLE BLANC,2900
FR4N01211D02,46.018,6.943,TRE-LES-EAUX,2680
FR4N01236A10,45.908,6.992,AIG.DE L'EBOULEM,3599
FR4N01237C01,45.885,6.89,PELERINS,3100
FR4N01239B06,45.807,6.785,CAVAGNET,3680
FR4Q00031C01,42.864,-0.201,GRAND BARBAT,2700
FR4Q00032A13,42.778,-0.133,CLOS DE LA MOUNT,2720
FR4Q00033L23,42.7,0.025,DEUX BORNES,2610
FR4Q00161K15,42.792,0.15,PAS DE LA CAU,2630
FR4Q00162G01,42.706,0.145,LAC,2780
FR4Q00181H02,42.696,0.508,VALLON,2790
HM6C40400009,-53.043,73.503,Mary Powell Gl,1040
HM6C40400024,-53.136,73.513,Gotley Gl,2755
IN5O152D0019,30.854,78.833,Dokriani Gl,6580
IN5O153E0148,30.615,80.067,Girthi Gal,6130
IT4J14311006,46.449,10.158,PZO ZEMBRASCA,2960
IT4J14311008,46.45,10.15,MINE,3050
IT4L00025003,46.639,12.383,POPERA ALTO,2610
IT4L00102415,46.229,10.622,MTE CERCEN NW,3150
IT4L00111310,46.934,11.194,CAPRO W,3195
IT4L00111312,46.918,11.196,TUMULO,2975
IT4L00113217,46.739,10.997,RIOTORBO N,3105
IT4L00121301,47.009,11.624,CRODA ALTA,2900
IT4L00123105,46.97,11.766,DOSSO LARGO,3190
IT4L00123313,46.916,12.09,M.TE NEVOSO OR.,3200
IT4L01011027,46.213,10.683,MTE NERO,3105
IT4L01012013,46.146,10.856,PRATO FIORITIO,2830
IT4L01028017,46.183,10.449,LAVEDOLE,2810
IT4L01104002,46.228,9.565,CALVO,2720
IT4L01104012,46.287,9.615,PASSO DI BONDO W,3100
IT4L01122006,46.286,9.806,ORSERA,2600
IT4L01132016,46.076,9.99,LUPO,2790
IT4L01136002,46.407,10.283,SASSO TORTO,2890
IT4L01139006,46.494,10.417,CRISTALLO CENTR,3030
IT4L01139008,46.494,10.404,VEDRETTINO,2760
IT4L01213016,46.072,8.031,BOTTARELLO,3280
IT4L01471006,45.158,6.894,MUTTET,3250
IT4L01482004,44.662,7.075,CAPRERA,2930
IT4L01504004,45.921,7.754,VERRA GRANDE,4000
IT4L01504004,45.921,7.754,VERRA GRANDE,4220
IT4L01506011,45.937,7.59,JUMEAUX,2830
IT4L01506030,45.871,7.693,GR.TOURNALIN N,3120
IT4L01506030,45.871,7.693,GR.TOURNALIN N,3250
IT4L01512010,45.552,7.435,LAVINETTA,2850
IT4L01517004,45.777,6.821,LEX BLANCHE,3500
IT4L01517004,45.777,6.821,LEX BLANCHE,3910
MX2I40001011,19.164,-98.639,Centro Oriental,5190
NO4A000A2026,61.451,7.786,/FORTUN,1930
NO4A000A5016,61.494,6.908,/VEITES,1600
NO4A000A5019,61.583,6.925,AV JOSDB /VEITES,1660
NO4A000A6007,61.331,6.817,/SOGNDL,1300
NO4A000AD031,61.608,8.269,N ILLABR / BOVRA,2100
NO4A000AD038,61.547,8.15,BJORNB S / BOVRA,1830
NO4A000AE021,61.747,7.589,TVERRBTN /OTTA O,1980
NO4A000AE033,61.917,7.55,/OTTA O,1700
NO4A000AK004,59.932,6.817,STORFONN /HILDAL,1570
NO4A000B3004,62.105,7.286,/GEIRNG,1620
NO4A000B8001,62.278,7.475,/MULDAL,1700
NO4A000BB002,61.254,6.436,BJORNEBR /ESEFJD,1380
NO4A000BM006,61.808,5.767,/ YKSNE,1170
NO4A000BQ007,61.661,6.678,AV SNENP /BREIMS,1670
NO4A000BQ014,61.65,6.767,/BREIMS,1420
NO4A000BT012,61.828,7.142,SKALEBRE /  LOEN,1800
NO4A000C6002,66.843,13.925,AV GLOMB /GLOMFD,1020
NO4A000CB013,62.353,7.775,STORURED /VALLDL,1720
NO4A000CT007,65.314,13.788,/VEFSNA,1380
NO4A000CV026,65.743,14.242,/ ROSSA,1380
NO4A000CX005,66.439,13.7,AV HOGTU /LANGVA,1200
NO4A000CX026,66.614,14.128,AV SVI E /LANGVA,1440
NO4A000CX031,66.561,14.019,/LANGVA,1330
NO4A000CX032,66.56,14.033,AV SVI E /LANGVA,1390
NO4A000CX051,66.639,14.455,/LANGVA,1170
NO4A000CY006,66.449,14.725,/RANELV,1140
NO4A000CY041,66.271,15.078,/RANELV,1440
NO4A000D2002,68.361,14.817,BLASKAVL /OSTVAG,990
NO4A000D2009,68.353,14.833,/OSTVAG,960
NO4A000DE008,66.728,14.455,FONNELVB /BEIARE,1600
NO4A000DE047,66.978,14.55,/BEIARE,1260
NO4A000DE058,66.9,14.483,/BEIARE,1230
NO4A000DE066,66.996,14.33,/BEIARE,1290
NO4A000DF003,67.158,14.594,/ASELIE,840
